id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
CID0_SID0_PID104_MGID6_CAT120-CAT250-CAT32,200.0,240.0,320.0,290.0,380.0,280.0,300.0,210.0,230.0,290.0,310.0,340.0,400.0,320.0
CID0_SID0_PID117_MGID6_CAT14-CAT228-CAT31,480.0,450.0,490.00000000000006,470.0,640.0,380.0,380.0,420.0,260.0,300.0,340.0,410.0,430.0,280.0
CID0_SID0_PID118_MGID6_CAT14-CAT228-CAT3180,160.0,160.0,130.0,130.0,90.0,50.0,180.0,110.0,100.0,150.0,200.0,50.0,70.0,60.0
CID0_SID0_PID122_MGID6_CAT120-CAT268-CAT3127,60.0,130.0,80.0,150.0,160.0,60.0,140.0,74.0,140.0,130.0,160.0,100.0,180.0,90.0
CID0_SID0_PID127_MGID6_CAT120-CAT258-CAT3172,80.0,30.0,30.0,70.0,80.0,70.0,70.0,60.0,50.0,70.0,0.0,40.0,70.0,50.0
CID0_SID0_PID129_MGID6_CAT110-CAT233-CAT3181,200.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,130.0,40.0,40.0,80.0,30.0,110.0
CID0_SID0_PID136_MGID6_CAT14-CAT228-CAT3161,60.0,10.0,50.0,80.0,60.0,40.0,50.0,40.0,40.0,0.0,80.0,60.0,80.0,30.0
CID0_SID0_PID166_MGID6_CAT120-CAT250-CAT359,190.0,140.0,130.0,300.0,390.0,200.0,130.0,290.0,260.0,310.0,310.0,360.0,170.0,270.0
CID0_SID0_PID18_MGID6_CAT14-CAT228-CAT3142,10.0,10.0,40.0,70.0,50.0,20.0,10.0,30.0,30.0,80.0,50.0,80.0,0.0,30.0
CID0_SID0_PID190_MGID6_CAT14-CAT228-CAT3131,50.0,50.0,140.0,130.0,140.0,100.0,100.0,60.0,90.0,90.0,50.0,100.0,0.0,0.0
CID0_SID0_PID193_MGID6_CAT18-CAT229-CAT3114,80.0,30.0,110.0,90.0,80.0,80.0,30.0,50.0,50.0,40.0,90.0,60.0,60.0,40.0
CID0_SID0_PID194_MGID5_CAT118-CAT280-CAT3109,20.0,40.0,30.0,60.0,80.0,50.0,60.0,70.0,30.0,70.0,50.0,160.0,60.0,30.0
CID0_SID0_PID19_MGID6_CAT14-CAT228-CAT381,80.0,60.0,90.0,70.0,170.0,50.0,30.0,100.0,90.0,100.0,150.0,60.0,160.0,120.0
CID0_SID0_PID201_MGID6_CAT18-CAT229-CAT3113,0.0,70.0,110.0,70.0,40.0,86.99999999999999,70.0,20.0,30.0,40.0,90.0,70.0,70.0,80.0
CID0_SID0_PID207_MGID6_CAT14-CAT228-CAT3179,90.0,90.0,60.0,150.0,180.0,90.0,150.0,120.0,0.0,120.0,110.0,120.0,110.0,160.0
CID0_SID0_PID214_MGID6_CAT18-CAT28-CAT39,20.0,15.0,60.0,20.0,60.0,30.0,20.0,40.0,30.0,10.0,70.0,30.0,70.0,60.0
CID0_SID0_PID215_MGID6_CAT14-CAT228-CAT3149,310.0,240.0,300.0,350.0,570.0,320.0,480.0,360.0,330.0,420.0,430.0,590.0,550.0,430.0
CID0_SID0_PID21_MGID6_CAT14-CAT228-CAT381,70.0,170.0,90.0,70.0,110.0,80.0,80.0,90.0,70.0,30.0,130.0,40.0,90.0,70.0
CID0_SID0_PID223_MGID6_CAT120-CAT258-CAT3172,70.0,170.0,150.0,240.0,210.0,70.0,150.0,130.0,160.0,150.0,150.0,220.00000000000003,160.0,160.0
CID0_SID0_PID23_MGID6_CAT14-CAT253-CAT358,80.0,30.0,60.0,50.0,50.0,30.0,47.0,20.0,40.0,10.0,40.0,40.0,30.0,40.0
CID0_SID0_PID253_MGID6_CAT110-CAT233-CAT383,90.0,30.0,60.0,80.0,60.0,80.0,30.0,60.0,50.0,20.0,50.0,40.0,100.0,30.0
CID0_SID0_PID259_MGID6_CAT121-CAT264-CAT3123,10.0,30.0,60.0,20.0,90.0,50.0,50.0,60.0,40.0,40.0,40.0,80.0,90.0,40.0
CID0_SID0_PID26_MGID6_CAT14-CAT253-CAT3156,90.0,50.0,90.0,96.0,110.0,70.0,70.0,90.0,40.0,90.0,70.0,80.0,90.0,90.0
CID0_SID0_PID291_MGID5_CAT116-CAT227-CAT398,10.0,90.0,70.0,70.0,80.0,90.0,80.0,70.0,20.0,67.0,40.0,100.0,30.0,57.00000000000001
CID0_SID0_PID296_MGID5_CAT116-CAT225-CAT3103,97.0,150.0,160.0,180.0,200.0,150.0,170.0,150.0,120.0,80.0,110.0,138.0,210.0,170.0
CID0_SID0_PID300_MGID6_CAT120-CAT250-CAT324,0.0,390.0,120.0,280.0,520.0,454.0,310.0,360.0,360.0,258.0,480.0,530.0,550.0,480.0
CID0_SID0_PID310_MGID5_CAT116-CAT225-CAT3105,120.0,150.0,170.0,150.0,170.0,140.0,140.0,140.0,110.0,70.0,160.0,150.0,220.00000000000003,180.0
CID0_SID0_PID345_MGID5_CAT116-CAT226-CAT396,60.0,50.0,40.0,20.0,40.0,6.999999999999999,0.0,40.0,6.999999999999999,50.0,50.0,40.0,40.0,20.0
CID0_SID0_PID370_MGID6_CAT124-CAT266-CAT3199,20.0,90.0,50.0,40.0,90.0,60.0,10.0,50.0,50.0,10.0,20.0,90.0,30.0,70.0
CID0_SID0_PID379_MGID2_CAT129-CAT276-CAT3231,70.0,90.0,110.0,110.0,80.0,60.0,80.0,50.0,50.0,40.0,80.0,60.0,90.0,60.0
CID0_SID0_PID38_MGID0_CAT15-CAT26-CAT365,0.0,0.0,0.0,260.0,20.0,30.0,300.0,20.0,10.0,30.0,260.0,20.0,40.0,330.0
CID0_SID0_PID411_MGID0_CAT128-CAT272-CAT3218,60.0,70.0,10.0,80.0,120.0,20.0,20.0,0.0,120.0,60.0,90.0,40.0,180.0,90.0
CID0_SID0_PID419_MGID6_CAT124-CAT251-CAT3153,40.0,17.0,40.0,50.0,70.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,90.0,40.0
CID0_SID0_PID41_MGID6_CAT14-CAT253-CAT377,70.0,90.0,100.0,90.0,60.0,88.00000000000001,120.0,70.0,120.0,110.0,80.0,10.0,160.0,70.0
CID0_SID0_PID439_MGID6_CAT121-CAT261-CAT316,30.0,20.0,0.0,30.0,0.0,60.0,70.0,30.0,10.0,0.0,10.0,10.0,40.0,0.0
CID0_SID0_PID486_MGID6_CAT120-CAT268-CAT363,180.0,230.0,130.0,320.0,340.0,260.0,310.0,210.0,100.0,210.0,210.0,320.0,340.0,220.00000000000003
CID0_SID0_PID489_MGID6_CAT121-CAT264-CAT3123,60.0,70.0,50.0,90.0,80.0,50.0,60.0,40.0,70.0,30.0,30.0,90.0,30.0,30.0
CID0_SID0_PID496_MGID5_CAT116-CAT225-CAT3101,20.0,100.0,80.0,50.0,130.0,80.0,60.0,120.0,45.0,70.0,100.0,80.0,100.0,86.99999999999999
CID0_SID0_PID4_MGID2_CAT129-CAT278-CAT382,180.0,130.0,260.0,590.0,650.0,150.0,140.0,120.0,0.0,310.0,160.0,310.0,320.0,80.0
CID0_SID0_PID500_MGID6_CAT14-CAT228-CAT3179,10.0,50.0,40.0,20.0,30.0,40.0,60.0,30.0,70.0,70.0,70.0,20.0,70.0,90.0
CID0_SID0_PID548_MGID3_CAT111-CAT262-CAT3182,50.0,100.0,50.0,100.0,120.0,50.0,40.0,30.0,40.0,34.0,110.0,60.0,60.0,30.0
CID0_SID0_PID554_MGID6_CAT14-CAT228-CAT3168,50.0,10.0,70.0,110.0,100.0,50.0,90.0,60.0,70.0,60.0,90.0,80.0,80.0,80.0
CID0_SID0_PID567_MGID6_CAT120-CAT250-CAT359,90.0,110.0,110.0,150.0,90.0,130.0,140.0,120.0,50.0,80.0,70.0,140.0,150.0,150.0
CID0_SID0_PID578_MGID6_CAT14-CAT253-CAT358,40.0,30.0,60.0,10.0,70.0,50.0,40.0,30.0,70.0,60.0,100.0,50.0,100.0,50.0
CID0_SID0_PID580_MGID2_CAT129-CAT276-CAT360,110.0,80.0,170.0,220.00000000000003,320.0,160.0,220.00000000000003,240.0,150.0,180.0,250.0,200.0,290.0,180.0
CID0_SID0_PID596_MGID2_CAT129-CAT276-CAT360,200.0,270.0,200.0,230.0,130.0,160.0,100.0,90.0,40.0,40.0,130.0,130.0,60.0,60.0
CID0_SID0_PID600_MGID2_CAT129-CAT278-CAT3157,60.0,80.0,70.0,110.0,130.0,80.0,50.0,80.0,50.0,60.0,80.0,30.0,70.0,30.0
CID0_SID0_PID631_MGID5_CAT116-CAT225-CAT3103,37.0,36.0,70.0,60.0,60.0,20.0,100.0,30.0,28.0,60.0,70.0,20.0,55.99999999999999,90.0
CID0_SID0_PID633_MGID5_CAT116-CAT225-CAT3105,20.0,60.0,30.0,30.0,40.0,20.0,50.0,40.0,40.0,20.0,30.0,30.0,60.0,80.0
CID0_SID0_PID635_MGID5_CAT116-CAT227-CAT3104,10.0,30.0,40.0,20.0,30.0,50.0,90.0,30.0,50.0,10.0,40.0,30.0,10.0,37.0
CID0_SID0_PID638_MGID5_CAT116-CAT225-CAT394,100.0,40.0,80.0,50.0,60.0,40.0,60.0,0.0,47.0,60.0,80.0,20.0,80.0,40.0
CID0_SID0_PID644_MGID4_CAT123-CAT210-CAT317,160.0,160.0,120.0,150.0,70.0,110.0,110.0,180.0,110.0,110.0,200.0,80.0,130.0,140.0
CID0_SID0_PID672_MGID6_CAT110-CAT238-CAT3173,20.0,10.0,30.0,10.0,10.0,30.0,20.0,30.0,20.0,40.0,30.0,50.0,90.0,50.0
CID0_SID0_PID686_MGID2_CAT10-CAT221-CAT3221,40.0,50.0,60.0,40.0,60.0,40.0,50.0,40.0,40.0,50.0,50.0,40.0,50.0,30.0
CID0_SID0_PID691_MGID6_CAT121-CAT264-CAT319,250.0,270.0,410.0,460.0,500.0,360.0,350.0,320.0,260.0,420.0,440.00000000000006,160.0,530.0,450.0
CID0_SID0_PID699_MGID2_CAT130-CAT275-CAT3191,50.0,60.0,50.0,60.0,130.0,10.0,30.0,30.0,40.0,50.0,90.0,130.0,120.0,70.0
CID0_SID0_PID6_MGID6_CAT120-CAT250-CAT3170,120.0,90.0,110.0,100.0,100.0,160.0,80.0,40.0,0.0,50.0,120.0,200.0,40.0,180.0
CID0_SID0_PID70_MGID6_CAT14-CAT228-CAT381,460.0,350.0,370.0,620.0,650.0,490.00000000000006,460.0,210.0,260.0,390.0,360.0,450.0,690.0,560.0
CID0_SID0_PID712_MGID6_CAT124-CAT266-CAT3199,140.0,180.0,250.0,110.0,230.0,190.0,200.0,180.0,50.0,190.0,170.0,110.0,120.0,230.0
CID0_SID0_PID719_MGID6_CAT110-CAT257-CAT3205,40.0,70.0,50.0,20.0,60.0,40.0,40.0,20.0,20.0,10.0,30.0,36.0,40.0,40.0
CID0_SID0_PID72_MGID3_CAT125-CAT271-CAT3213,30.0,60.0,40.0,70.0,100.0,30.0,40.0,30.0,40.0,40.0,30.0,40.0,47.0,50.0
CID0_SID0_PID740_MGID2_CAT129-CAT276-CAT360,90.0,70.0,80.0,50.0,160.0,70.0,40.0,60.0,40.0,50.0,40.0,20.0,110.0,40.0
CID0_SID0_PID764_MGID5_CAT118-CAT280-CAT3111,70.0,60.0,40.0,40.0,110.0,80.0,80.0,30.0,60.0,50.0,0.0,60.0,70.0,100.0
CID0_SID0_PID769_MGID6_CAT120-CAT268-CAT3176,60.0,70.0,110.0,120.0,110.0,180.0,110.0,70.0,80.0,60.0,80.0,70.0,160.0,140.0
CID0_SID0_PID76_MGID6_CAT18-CAT229-CAT3113,90.0,80.0,80.0,140.0,130.0,40.0,60.0,60.0,120.0,70.0,110.0,120.0,60.0,130.0
CID0_SID0_PID775_MGID6_CAT14-CAT228-CAT3167,90.0,160.0,200.0,210.0,280.0,190.0,110.0,30.0,110.0,210.0,160.0,170.0,240.0,240.0
CID0_SID0_PID783_MGID5_CAT122-CAT281-CAT356,70.0,80.0,20.0,130.0,120.0,100.0,100.0,110.0,100.0,50.0,50.0,110.0,110.0,130.0
CID0_SID0_PID796_MGID6_CAT14-CAT228-CAT31,80.0,140.0,120.0,130.0,200.0,110.0,110.0,150.0,110.0,60.0,160.0,40.0,210.0,150.0
CID0_SID0_PID806_MGID6_CAT121-CAT264-CAT3184,30.0,10.0,20.0,50.0,80.0,10.0,30.0,40.0,10.0,0.0,70.0,50.0,30.0,40.0
CID0_SID0_PID810_MGID6_CAT14-CAT228-CAT3168,150.0,100.0,160.0,190.0,90.0,40.0,135.0,150.0,40.0,40.0,110.0,90.0,180.0,80.0
CID0_SID0_PID834_MGID0_CAT128-CAT272-CAT3154,70.0,110.0,90.0,70.0,50.0,120.0,100.0,70.0,260.0,130.0,170.0,80.0,170.0,80.0
CID0_SID0_PID843_MGID6_CAT14-CAT228-CAT3167,10.0,60.0,40.0,40.0,20.0,10.0,70.0,40.0,30.0,70.0,40.0,80.0,50.0,90.0
CID0_SID0_PID90_MGID6_CAT14-CAT253-CAT377,0.0,10.0,30.0,10.0,30.0,30.0,0.0,0.0,0.0,70.0,140.0,270.0,60.0,320.0
CID0_SID0_PID93_MGID6_CAT121-CAT261-CAT3223,50.0,80.0,50.0,60.0,90.0,40.0,40.0,90.0,6.999999999999999,70.0,30.0,60.0,100.0,70.0
CID0_SID12_PID129_MGID6_CAT110-CAT233-CAT3181,140.0,60.0,0.0,0.0,40.0,110.0,20.0,0.0,40.0,30.0,0.0,10.0,20.0,40.0
CID0_SID12_PID41_MGID6_CAT14-CAT253-CAT377,0.0,0.0,20.0,50.0,70.0,50.0,10.0,20.0,0.0,50.0,0.0,120.0,80.0,30.0
CID0_SID12_PID768_MGID0_CAT15-CAT25-CAT36,20.0,180.0,180.0,120.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,90.0,120.0,30.0
CID0_SID18_PID362_MGID1_CAT17-CAT217-CAT351,30.0,90.0,60.0,120.0,20.0,60.0,40.0,90.0,80.0,60.0,130.0,90.0,150.0,110.0
CID0_SID18_PID536_MGID0_CAT15-CAT26-CAT365,20.0,20.0,0.0,10.0,0.0,0.0,0.0,50.0,10.0,10.0,0.0,10.0,20.0,0.0
CID0_SID18_PID830_MGID1_CAT17-CAT216-CAT344,40.0,30.0,0.0,10.0,0.0,40.0,40.0,60.0,0.0,20.0,10.0,10.0,0.0,0.0
CID0_SID19_PID768_MGID0_CAT15-CAT25-CAT36,30.0,10.0,120.0,190.0,240.0,0.0,0.0,0.0,0.0,30.0,40.0,10.0,90.0,70.0
CID0_SID1_PID104_MGID6_CAT120-CAT250-CAT32,300.0,270.0,380.0,490.00000000000006,560.0,300.0,510.0,380.0,370.0,510.0,580.0,510.0,520.0,560.0
CID0_SID1_PID108_MGID6_CAT18-CAT229-CAT3113,120.0,40.0,80.0,110.0,50.0,60.0,60.0,0.0,10.0,60.0,40.0,0.0,0.0,70.0
CID0_SID1_PID110_MGID2_CAT131-CAT279-CAT3121,40.0,30.0,60.0,50.0,40.0,90.0,60.0,50.0,40.0,50.0,40.0,40.0,70.0,50.0
CID0_SID1_PID114_MGID6_CAT110-CAT233-CAT372,90.0,140.0,210.0,160.0,290.0,240.0,220.00000000000003,320.0,160.0,140.0,230.0,290.0,290.0,220.00000000000003
CID0_SID1_PID117_MGID6_CAT14-CAT228-CAT31,550.0,530.0,730.0,580.0,810.0,610.0,530.0,650.0,360.0,510.0,260.0,530.0,640.0,620.0
CID0_SID1_PID118_MGID6_CAT14-CAT228-CAT3180,160.0,190.0,220.00000000000003,200.0,160.0,170.0,270.0,160.0,260.0,90.0,250.0,160.0,130.0,130.0
CID0_SID1_PID121_MGID2_CAT130-CAT274-CAT3195,20.0,20.0,30.0,100.0,80.0,30.0,20.0,30.0,20.0,30.0,120.0,70.0,240.0,60.0
CID0_SID1_PID122_MGID6_CAT120-CAT268-CAT3127,160.0,250.0,330.0,350.0,450.0,310.0,250.0,247.0,250.0,260.0,270.0,270.0,410.0,280.0
CID0_SID1_PID127_MGID6_CAT120-CAT258-CAT3172,70.0,80.0,150.0,90.0,190.0,130.0,170.0,100.0,60.0,130.0,80.0,80.0,150.0,150.0
CID0_SID1_PID133_MGID2_CAT131-CAT277-CAT373,0.0,60.0,60.0,90.0,90.0,40.0,50.0,40.0,30.0,50.0,50.0,90.0,140.0,30.0
CID0_SID1_PID136_MGID6_CAT14-CAT228-CAT3161,70.0,30.0,90.0,40.0,130.0,20.0,30.0,50.0,40.0,50.0,100.0,80.0,90.0,80.0
CID0_SID1_PID138_MGID4_CAT127-CAT237-CAT3126,40.0,60.0,90.0,70.0,140.0,110.0,80.0,80.0,100.0,50.0,40.0,40.0,80.0,70.0
CID0_SID1_PID140_MGID6_CAT14-CAT228-CAT310,110.0,90.0,110.0,130.0,120.0,70.0,70.0,110.0,60.0,50.0,110.0,120.0,160.0,60.0
CID0_SID1_PID151_MGID2_CAT131-CAT279-CAT3158,40.0,40.0,60.0,50.0,80.0,50.0,50.0,40.0,50.0,20.0,60.0,60.0,60.0,40.0
CID0_SID1_PID166_MGID6_CAT120-CAT250-CAT359,110.0,210.0,270.0,420.0,500.0,280.0,210.0,490.00000000000006,390.0,460.0,460.0,560.0,200.0,460.0
CID0_SID1_PID16_MGID6_CAT18-CAT229-CAT3113,60.0,30.0,70.0,30.0,80.0,80.0,60.0,80.0,0.0,20.0,40.0,70.0,0.0,0.0
CID0_SID1_PID17_MGID6_CAT120-CAT258-CAT3172,40.0,30.0,80.0,30.0,20.0,30.0,80.0,40.0,40.0,50.0,40.0,40.0,60.0,70.0
CID0_SID1_PID18_MGID6_CAT14-CAT228-CAT3142,20.0,40.0,50.0,50.0,80.0,50.0,70.0,30.0,60.0,110.0,70.0,80.0,40.0,70.0
CID0_SID1_PID190_MGID6_CAT14-CAT228-CAT3131,190.0,100.0,160.0,260.0,220.00000000000003,150.0,150.0,110.0,170.0,180.0,50.0,190.0,0.0,0.0
CID0_SID1_PID194_MGID5_CAT118-CAT280-CAT3109,80.0,40.0,60.0,90.0,110.0,100.0,110.0,90.0,140.0,100.0,160.0,180.0,230.0,80.0
CID0_SID1_PID19_MGID6_CAT14-CAT228-CAT381,180.0,130.0,200.0,190.0,250.0,340.0,140.0,190.0,180.0,110.0,240.0,200.0,210.0,160.0
CID0_SID1_PID200_MGID6_CAT18-CAT229-CAT3113,40.0,30.0,50.0,20.0,50.0,30.0,30.0,20.0,30.0,70.0,50.0,20.0,40.0,70.0
CID0_SID1_PID201_MGID6_CAT18-CAT229-CAT3113,90.0,100.0,220.00000000000003,90.0,160.0,180.0,100.0,120.0,140.0,110.0,180.0,140.0,170.0,140.0
CID0_SID1_PID207_MGID6_CAT14-CAT228-CAT3179,160.0,180.0,190.0,220.00000000000003,180.0,180.0,200.0,170.0,0.0,200.0,130.0,130.0,150.0,210.0
CID0_SID1_PID213_MGID6_CAT14-CAT228-CAT381,50.0,80.0,60.0,60.0,60.0,50.0,30.0,28.0,60.0,70.0,40.0,20.0,70.0,70.0
CID0_SID1_PID214_MGID6_CAT18-CAT28-CAT39,70.0,50.0,60.0,10.0,100.0,50.0,50.0,30.0,70.0,30.0,150.0,40.0,80.0,90.0
CID0_SID1_PID215_MGID6_CAT14-CAT228-CAT3149,520.0,390.0,530.0,430.0,660.0,530.0,630.0,540.0,480.0,770.0,560.0,720.0,819.9999999999999,800.0
CID0_SID1_PID216_MGID6_CAT121-CAT264-CAT3123,80.0,20.0,100.0,60.0,110.0,90.0,20.0,60.0,60.0,30.0,160.0,80.0,80.0,70.0
CID0_SID1_PID219_MGID6_CAT18-CAT229-CAT3114,50.0,20.0,70.0,20.0,30.0,70.0,0.0,0.0,0.0,30.0,90.0,50.0,90.0,60.0
CID0_SID1_PID220_MGID6_CAT18-CAT229-CAT3113,50.0,30.0,30.0,60.0,90.0,100.0,20.0,60.0,50.0,50.0,30.0,30.0,20.0,30.0
CID0_SID1_PID23_MGID6_CAT14-CAT253-CAT358,70.0,80.0,100.0,50.0,60.0,50.0,60.0,60.0,50.0,40.0,80.0,30.0,30.0,70.0
CID0_SID1_PID247_MGID5_CAT116-CAT225-CAT394,60.0,40.0,80.0,30.0,90.0,40.0,70.0,60.0,40.0,60.0,30.0,70.0,50.0,60.0
CID0_SID1_PID249_MGID5_CAT116-CAT225-CAT3103,10.0,50.0,50.0,70.0,50.0,60.0,70.0,40.0,50.0,40.0,60.0,30.0,30.0,40.0
CID0_SID1_PID250_MGID5_CAT116-CAT227-CAT397,60.0,50.0,70.0,80.0,110.0,90.0,30.0,120.0,110.0,110.0,50.0,30.0,110.0,50.0
CID0_SID1_PID258_MGID2_CAT131-CAT279-CAT3121,30.0,40.0,50.0,30.0,40.0,60.0,50.0,30.0,40.0,50.0,90.0,70.0,70.0,10.0
CID0_SID1_PID259_MGID6_CAT121-CAT264-CAT3123,40.0,60.0,70.0,90.0,110.0,90.0,60.0,70.0,110.0,120.0,60.0,80.0,130.0,70.0
CID0_SID1_PID26_MGID6_CAT14-CAT253-CAT3156,90.0,140.0,100.0,160.0,130.0,20.0,80.0,100.0,80.0,38.0,120.0,130.0,160.0,100.0
CID0_SID1_PID27_MGID6_CAT14-CAT228-CAT310,20.0,0.0,40.0,50.0,10.0,40.0,20.0,40.0,10.0,40.0,20.0,30.0,20.0,60.0
CID0_SID1_PID285_MGID6_CAT124-CAT251-CAT3203,40.0,30.0,30.0,70.0,70.0,30.0,40.0,40.0,30.0,30.0,70.0,30.0,60.0,50.0
CID0_SID1_PID290_MGID5_CAT116-CAT225-CAT3105,150.0,80.0,160.0,170.0,270.0,250.0,150.0,210.0,160.0,180.0,190.0,240.0,30.0,173.99999999999997
CID0_SID1_PID291_MGID5_CAT116-CAT227-CAT398,130.0,170.0,50.0,160.0,120.0,130.0,120.0,100.0,120.0,50.0,140.0,100.0,84.00000000000001,120.0
CID0_SID1_PID292_MGID5_CAT116-CAT227-CAT3104,205.0,300.0,240.0,350.0,260.0,190.0,290.0,330.0,110.0,240.0,170.0,263.0,190.0,277.0
CID0_SID1_PID293_MGID5_CAT116-CAT227-CAT3100,40.0,30.0,60.0,70.0,40.0,110.0,60.0,50.0,50.0,50.0,20.0,40.0,60.0,40.0
CID0_SID1_PID295_MGID5_CAT116-CAT225-CAT3106,60.0,50.0,10.0,60.0,70.0,60.0,40.0,40.0,50.0,20.0,60.0,20.0,60.0,30.0
CID0_SID1_PID296_MGID5_CAT116-CAT225-CAT3103,190.0,200.0,210.0,190.0,200.0,180.0,200.0,210.0,80.0,170.0,180.0,150.0,160.0,190.0
CID0_SID1_PID300_MGID6_CAT120-CAT250-CAT324,597.0000000000001,830.0000000000001,579.0,1070.0,1060.0,1060.0,940.0,920.0,660.0,640.0,930.0,867.0,826.0,950.0
CID0_SID1_PID304_MGID2_CAT131-CAT279-CAT3227,50.0,20.0,30.0,60.0,60.0,50.0,40.0,20.0,60.0,20.0,60.0,20.0,40.0,30.0
CID0_SID1_PID321_MGID5_CAT118-CAT280-CAT3109,40.0,30.0,60.0,50.0,70.0,40.0,70.0,70.0,30.0,70.0,100.0,90.0,60.0,18.0
CID0_SID1_PID345_MGID5_CAT116-CAT226-CAT396,80.0,90.0,70.0,110.0,50.0,120.0,60.0,50.0,110.0,50.0,120.0,50.0,70.0,60.0
CID0_SID1_PID362_MGID1_CAT17-CAT217-CAT351,80.0,90.0,60.0,60.0,137.0,100.0,80.0,80.0,50.0,140.0,50.0,70.0,70.0,37.0
CID0_SID1_PID366_MGID5_CAT116-CAT225-CAT3103,40.0,60.0,50.0,10.0,80.0,30.0,90.0,30.0,60.0,10.0,44.00000000000001,40.0,60.0,40.0
CID0_SID1_PID368_MGID5_CAT118-CAT280-CAT3112,50.0,40.0,0.0,60.0,100.0,10.0,50.0,40.0,50.0,20.0,50.0,20.0,60.0,20.0
CID0_SID1_PID370_MGID6_CAT124-CAT266-CAT3199,60.0,90.0,100.0,70.0,130.0,130.0,70.0,70.0,80.0,60.0,160.0,60.0,80.0,130.0
CID0_SID1_PID373_MGID2_CAT131-CAT279-CAT322,20.0,80.0,80.0,80.0,100.0,60.0,50.0,50.0,70.0,40.0,90.0,90.0,100.0,30.0
CID0_SID1_PID374_MGID5_CAT118-CAT245-CAT393,90.0,50.0,60.0,30.0,70.0,50.0,60.0,60.0,50.0,40.0,50.0,20.0,80.0,50.0
CID0_SID1_PID379_MGID2_CAT129-CAT276-CAT3231,110.0,150.0,180.0,210.0,190.0,110.0,120.0,100.0,100.0,140.0,150.0,160.0,180.0,80.0
CID0_SID1_PID381_MGID0_CAT128-CAT23-CAT37,140.0,160.0,310.0,230.0,280.0,80.0,150.0,150.0,130.0,140.0,260.0,220.00000000000003,200.0,80.0
CID0_SID1_PID38_MGID0_CAT15-CAT26-CAT365,20.0,10.0,20.0,500.0,50.0,40.0,610.0,20.0,20.0,50.0,480.0,50.0,50.0,480.0
CID0_SID1_PID411_MGID0_CAT128-CAT272-CAT3218,190.0,170.0,60.0,120.0,130.0,210.0,130.0,110.0,100.0,60.0,190.0,90.0,180.0,110.0
CID0_SID1_PID415_MGID1_CAT17-CAT217-CAT342,30.0,60.0,70.0,120.0,120.0,90.0,28.0,150.0,80.0,130.0,140.0,70.0,80.0,128.0
CID0_SID1_PID422_MGID5_CAT116-CAT225-CAT3101,100.0,90.0,110.0,150.0,130.0,110.0,130.0,50.0,110.0,80.0,130.0,110.0,150.0,160.0
CID0_SID1_PID424_MGID5_CAT116-CAT227-CAT397,30.0,40.0,40.0,20.0,10.0,30.0,40.0,20.0,40.0,20.0,30.0,0.0,40.0,60.0
CID0_SID1_PID439_MGID6_CAT121-CAT261-CAT316,50.0,50.0,20.0,90.0,20.0,70.0,130.0,70.0,30.0,20.0,20.0,60.0,20.0,120.0
CID0_SID1_PID452_MGID2_CAT129-CAT276-CAT360,60.0,50.0,40.0,40.0,100.0,70.0,10.0,50.0,30.0,10.0,80.0,60.0,170.0,20.0
CID0_SID1_PID470_MGID5_CAT116-CAT225-CAT3101,50.0,30.0,80.0,0.0,50.0,30.0,60.0,10.0,10.0,17.0,40.0,20.0,20.0,40.0
CID0_SID1_PID486_MGID6_CAT120-CAT268-CAT363,300.0,280.0,440.00000000000006,400.0,430.0,410.0,330.0,290.0,160.0,290.0,260.0,300.0,350.0,210.0
