sku,regime,best_model,mae,bias,score,model_rank,note
CID0_SID0_PID104_MGID6_CAT120-CAT250-CAT32,Low-Low,Holt,74.1446480896852,14.968214139932837,89.11286222961805,1.0,
CID0_SID0_PID117_MGID6_CAT14-CAT228-CAT31,Low-Low,Holt,106.64931429751567,-8.760258754927106,115.4095730524428,1.0,
CID0_SID0_PID118_MGID6_CAT14-CAT228-CAT3180,Low-Low,SeasonalExponentialSmoothingOptimized,37.389925839195385,-2.731973377354848,40.12189921655023,1.0,
CID0_SID0_PID122_MGID6_CAT120-CAT268-CAT3127,Low-Low,HoltWinters,81.26502324370593,-56.31527439405344,137.58029763775937,1.0,
CID0_SID0_PID127_MGID6_CAT120-CAT258-CAT3172,Low-Low,chronos2,21.079993111746653,-15.380333491734095,36.46032660348075,1.0,
CID0_SID0_PID129_MGID6_CAT110-CAT233-CAT3181,High-High,CrostonOptimized,48.57142857142857,0.5674566205284017,49.13888519195697,1.0,
CID0_SID0_PID136_MGID6_CAT14-CAT228-CAT3161,Low-Low,WindowAverage,26.428571428571427,-8.214285714285714,34.64285714285714,1.0,
CID0_SID0_PID166_MGID6_CAT120-CAT250-CAT359,Low-Low,HistoricAverage,59.23684210526316,-16.0639097744361,75.30075187969926,1.0,
CID0_SID0_PID18_MGID6_CAT14-CAT228-CAT3142,Low-Low,lightgbm,35.97933235679165,-23.89936122292039,59.87869357971204,1.0,
CID0_SID0_PID190_MGID6_CAT14-CAT228-CAT3131,Low-Low,CrostonClassic,49.34204825931458,-6.268597479029579,55.61064573834416,1.0,
CID0_SID0_PID193_MGID6_CAT18-CAT229-CAT3114,Low-Low,SimpleExponentialSmoothingOptimized,15.279162929739426,-0.1887166346811538,15.46787956442058,1.0,
CID0_SID0_PID194_MGID5_CAT118-CAT280-CAT3109,Low-Low,WindowAverage,30.571428571428573,-2.2857142857142856,32.85714285714286,1.0,
CID0_SID0_PID19_MGID6_CAT14-CAT228-CAT381,Low-Low,OptimizedTheta,34.4193010224814,0.1891462181826568,34.608447240664056,1.0,
CID0_SID0_PID201_MGID6_CAT18-CAT229-CAT3113,Low-Low,OptimizedTheta,32.541003875379324,0.4964945223322701,33.037498397711595,1.0,
CID0_SID0_PID207_MGID6_CAT14-CAT228-CAT3179,Low-Low,HoltWinters,30.02445657460643,-7.498327887385399,37.52278446199183,1.0,
CID0_SID0_PID214_MGID6_CAT18-CAT28-CAT39,Low-Low,OptimizedTheta,14.072852247485752,5.621404147953186,19.69425639543893,1.0,
CID0_SID0_PID215_MGID6_CAT14-CAT228-CAT3149,Low-Low,CrostonOptimized,62.40927697920618,0.2779182884138192,62.687195267620005,1.0,
CID0_SID0_PID21_MGID6_CAT14-CAT228-CAT381,Low-Low,CrostonSBA,25.97889516295552,1.8522661406885987,27.831161303644112,1.0,
CID0_SID0_PID223_MGID6_CAT120-CAT258-CAT3172,Low-Low,Theta,34.05936716481999,0.193423878962065,34.252791043782054,1.0,
CID0_SID0_PID23_MGID6_CAT14-CAT253-CAT358,Low-Low,HistoricAverage,56.49248120300752,-38.95864661654135,95.45112781954889,1.0,
CID0_SID0_PID253_MGID6_CAT110-CAT233-CAT383,Low-Low,HistoricAverage,15.661654135338347,4.112781954887216,19.774436090225564,1.0,
CID0_SID0_PID259_MGID6_CAT121-CAT264-CAT3123,Low-Low,Naive,24.285714285714285,10.0,34.285714285714285,1.0,
CID0_SID0_PID26_MGID6_CAT14-CAT253-CAT3156,Low-Low,SeasonalNaive,22.571428571428573,-5.0,27.571428571428573,1.0,
CID0_SID0_PID291_MGID5_CAT116-CAT227-CAT398,Low-Low,RandomWalkWithDrift,23.5952380952381,0.8428571428571493,24.438095238095247,1.0,
CID0_SID0_PID296_MGID5_CAT116-CAT225-CAT3103,Low-Low,CrostonClassic,33.357142857142854,3.6570394431168034,37.014182300259655,1.0,
CID0_SID0_PID300_MGID6_CAT120-CAT250-CAT324,Low-Low,SeasonalExponentialSmoothingOptimized,158.20233485149535,-22.34610408391797,180.5484389354133,1.0,
CID0_SID0_PID310_MGID5_CAT116-CAT225-CAT3105,Low-Low,HoltWinters,41.11604391360738,3.287712763836097,44.40375667744348,1.0,
CID0_SID0_PID345_MGID5_CAT116-CAT226-CAT396,Low-Low,SimpleExponentialSmoothingOptimized,10.72955312891474,0.1068719024031636,10.836425031317903,1.0,
CID0_SID0_PID370_MGID6_CAT124-CAT266-CAT3199,Low-Low,HistoricAverage,21.428571428571423,1.1654135338345952,22.59398496240602,1.0,
CID0_SID0_PID379_MGID2_CAT129-CAT276-CAT3231,Low-High,Naive,18.571428571428573,4.285714285714286,22.857142857142858,1.0,
CID0_SID0_PID38_MGID0_CAT15-CAT26-CAT365,Low-High,HistoricAverage,59.06015037593985,0.1127819548872146,59.17293233082707,1.0,
CID0_SID0_PID411_MGID0_CAT128-CAT272-CAT3218,High-High,lightgbm,25.663213654982,2.871267545921826,28.534481200903823,1.0,
CID0_SID0_PID419_MGID6_CAT124-CAT251-CAT3153,Low-Low,lightgbm,16.780414324686227,-2.087943997851512,18.868358322537738,1.0,
CID0_SID0_PID41_MGID6_CAT14-CAT253-CAT377,Low-High,WindowAverage,66.42857142857143,0.7142857142857143,67.14285714285714,1.0,
CID0_SID0_PID439_MGID6_CAT121-CAT261-CAT316,Low-High,HistoricAverage,34.45488721804511,-11.672932330827072,46.12781954887218,1.0,
CID0_SID0_PID486_MGID6_CAT120-CAT268-CAT363,Low-Low,Naive,55.71428571428572,34.2857142857143,90.00000000000003,1.0,
CID0_SID0_PID489_MGID6_CAT121-CAT264-CAT3123,Low-Low,Theta,25.87123872393056,0.1321586302636624,26.003397354194217,1.0,
CID0_SID0_PID496_MGID5_CAT116-CAT225-CAT3101,Low-Low,SeasonalExponentialSmoothingOptimized,19.3126633235542,4.158897100607804,23.471560424162007,1.0,
CID0_SID0_PID4_MGID2_CAT129-CAT278-CAT382,Low-High,RandomWalkWithDrift,76.51428571428572,-14.85714285714286,91.37142857142858,1.0,
CID0_SID0_PID500_MGID6_CAT14-CAT228-CAT3179,Low-Low,Holt,17.14368358592582,-0.9540405931948922,18.09772417912072,1.0,
CID0_SID0_PID548_MGID3_CAT111-CAT262-CAT3182,Low-Low,HoltWinters,15.65737376505663,0.0550086170070816,15.71238238206371,1.0,
CID0_SID0_PID554_MGID6_CAT14-CAT228-CAT3168,Low-Low,Holt,31.06565172564761,-6.243647160492728,37.30929888614034,1.0,
CID0_SID0_PID567_MGID6_CAT120-CAT250-CAT359,Low-Low,lightgbm,35.65193896562161,-3.250050208211252,38.90198917383286,1.0,
CID0_SID0_PID578_MGID6_CAT14-CAT253-CAT358,Low-Low,WindowAverage,22.857142857142858,-6.428571428571429,29.285714285714285,1.0,
CID0_SID0_PID580_MGID2_CAT129-CAT276-CAT360,Low-Low,WindowAverage,43.57142857142857,5.0,48.57142857142857,1.0,
CID0_SID0_PID596_MGID2_CAT129-CAT276-CAT360,Low-Low,WindowAverage,30.0,2.142857142857143,32.142857142857146,1.0,
CID0_SID0_PID600_MGID2_CAT129-CAT278-CAT3157,Low-Low,Holt,62.93792792943303,-62.2348329473036,125.17276087673662,1.0,
CID0_SID0_PID631_MGID5_CAT116-CAT225-CAT3103,Low-Low,chronos2,22.781345094953263,-0.7412499019077846,23.52259499686105,1.0,
CID0_SID0_PID633_MGID5_CAT116-CAT225-CAT3105,Low-Low,HoltWinters,12.320259615681854,0.6916668146335644,13.011926430315418,1.0,
CID0_SID0_PID635_MGID5_CAT116-CAT227-CAT3104,Low-Low,SimpleExponentialSmoothingOptimized,16.739579579343303,1.4627713411173895,18.20235092046069,1.0,
CID0_SID0_PID638_MGID5_CAT116-CAT225-CAT394,Low-Low,CrostonSBA,20.471690149300294,-0.269597526326516,20.74128767562681,1.0,
CID0_SID0_PID644_MGID4_CAT123-CAT210-CAT317,Low-Low,HistoricAverage,27.875939849624064,-15.996240601503766,43.87218045112783,1.0,
CID0_SID0_PID672_MGID6_CAT110-CAT238-CAT3173,Low-Low,WindowAverage,35.0,-2.142857142857143,37.142857142857146,1.0,
CID0_SID0_PID686_MGID2_CAT10-CAT221-CAT3221,Low-Low,chronos2,9.82526125226702,0.0338145664760044,9.859075818743026,1.0,
CID0_SID0_PID691_MGID6_CAT121-CAT264-CAT319,Low-Low,lightgbm,108.76366751754416,33.99500905303095,142.75867657057512,1.0,
CID0_SID0_PID699_MGID2_CAT130-CAT275-CAT3191,Low-Low,SeasonalExponentialSmoothingOptimized,31.10891169553852,6.196572058535309,37.30548375407383,1.0,
CID0_SID0_PID6_MGID6_CAT120-CAT250-CAT3170,Low-Low,WindowAverage,25.714285714285715,5.714285714285714,31.42857142857143,1.0,
CID0_SID0_PID70_MGID6_CAT14-CAT228-CAT381,Low-Low,SeasonalExponentialSmoothingOptimized,103.821765670538,12.102737043795305,115.9245027143333,1.0,
CID0_SID0_PID712_MGID6_CAT124-CAT266-CAT3199,Low-Low,HistoricAverage,74.49248120300751,-1.44736842105263,75.93984962406014,1.0,
CID0_SID0_PID719_MGID6_CAT110-CAT257-CAT3205,Low-Low,CrostonOptimized,12.142857142857142,1.0146631160645256,13.157520258921668,1.0,
CID0_SID0_PID72_MGID3_CAT125-CAT271-CAT3213,Low-Low,chronos2,17.24076243809291,0.4336934770856585,17.67445591517857,1.0,
CID0_SID0_PID740_MGID2_CAT129-CAT276-CAT360,Low-Low,SeasonalExponentialSmoothingOptimized,38.32526938903536,-0.2363012951534204,38.56157068418878,1.0,
CID0_SID0_PID764_MGID5_CAT118-CAT280-CAT3111,Low-Low,SimpleExponentialSmoothingOptimized,17.969954268717757,1.2182513095957346,19.188205578313493,1.0,
CID0_SID0_PID769_MGID6_CAT120-CAT268-CAT3176,Low-Low,chronos2,24.10213197980608,-3.310508183070592,27.41264016287668,1.0,
CID0_SID0_PID76_MGID6_CAT18-CAT229-CAT3113,Low-Low,SimpleExponentialSmoothingOptimized,34.39596513324414,-0.7717559327089246,35.16772106595307,1.0,
CID0_SID0_PID775_MGID6_CAT14-CAT228-CAT3167,Low-Low,WindowAverage,41.42857142857143,5.357142857142855,46.785714285714285,1.0,
CID0_SID0_PID783_MGID5_CAT122-CAT281-CAT356,Low-Low,Naive,37.142857142857146,4.285714285714286,41.42857142857143,1.0,
CID0_SID0_PID796_MGID6_CAT14-CAT228-CAT31,Low-Low,Naive,52.85714285714285,-4.285714285714287,57.14285714285714,1.0,
CID0_SID0_PID806_MGID6_CAT121-CAT264-CAT3184,Low-Low,WindowAverage,19.642857142857142,-3.2142857142857144,22.857142857142858,1.0,
CID0_SID0_PID810_MGID6_CAT14-CAT228-CAT3168,Low-Low,OptimizedTheta,52.91053889501601,-2.8536583226024663,55.76419721761848,1.0,
CID0_SID0_PID834_MGID0_CAT128-CAT272-CAT3154,Low-Low,SeasonalNaive,126.42857142857144,-107.85714285714286,234.28571428571428,1.0,
CID0_SID0_PID843_MGID6_CAT14-CAT228-CAT3167,Low-Low,SeasonalNaive,17.857142857142858,2.142857142857143,20.0,1.0,
CID0_SID0_PID90_MGID6_CAT14-CAT253-CAT377,Low-High,SimpleExponentialSmoothingOptimized,86.54768990031718,-4.405257873648783,90.95294777396596,1.0,
CID0_SID0_PID93_MGID6_CAT121-CAT261-CAT3223,Low-Low,Naive,27.142857142857142,0.0,27.142857142857142,1.0,
CID0_SID12_PID129_MGID6_CAT110-CAT233-CAT3181,High-High,HistoricAverage,22.06766917293233,1.6165413533834578,23.684210526315788,1.0,
CID0_SID12_PID41_MGID6_CAT14-CAT253-CAT377,High-High,WindowAverage,22.142857142857142,-12.5,34.64285714285714,1.0,
CID0_SID12_PID768_MGID0_CAT15-CAT25-CAT36,High-High,Holt,82.94153707028401,0.2969241424671369,83.23846121275115,1.0,
CID0_SID18_PID362_MGID1_CAT17-CAT217-CAT351,High-High,HoltWinters,25.613546114677604,4.996233459541671,30.609779574219274,1.0,
CID0_SID18_PID536_MGID0_CAT15-CAT26-CAT365,High-High,lightgbm,97.19304447404768,-33.63039548546906,130.82343995951675,1.0,
CID0_SID18_PID830_MGID1_CAT17-CAT216-CAT344,High-High,CrostonSBA,21.51375307147087,3.8695643215766062,25.38331739304748,1.0,
CID0_SID19_PID768_MGID0_CAT15-CAT25-CAT36,High-High,HoltWinters,30.08234890988777,-2.339070594172626,32.421419504060395,1.0,
CID0_SID1_PID104_MGID6_CAT120-CAT250-CAT32,Low-Low,Naive,107.14285714285714,5.714285714285714,112.85714285714285,1.0,
CID0_SID1_PID108_MGID6_CAT18-CAT229-CAT3113,Low-Low,SeasonalExponentialSmoothingOptimized,36.16417549024652,-2.3985378840583387,38.56271337430486,1.0,
CID0_SID1_PID110_MGID2_CAT131-CAT279-CAT3121,Low-Low,HoltWinters,15.151830526698657,-1.843996332906612,16.99582685960527,1.0,
CID0_SID1_PID114_MGID6_CAT110-CAT233-CAT372,Low-Low,WindowAverage,91.78571428571428,-3.928571428571429,95.71428571428572,1.0,
CID0_SID1_PID117_MGID6_CAT14-CAT228-CAT31,Low-Low,HistoricAverage,181.42857142857144,12.857142857142849,194.28571428571428,1.0,
CID0_SID1_PID118_MGID6_CAT14-CAT228-CAT3180,Low-Low,CrostonClassic,48.65533001095665,-2.269832780446334,50.92516279140299,1.0,
CID0_SID1_PID121_MGID2_CAT130-CAT274-CAT3195,Low-High,Naive,30.0,0.0,30.0,1.0,
CID0_SID1_PID122_MGID6_CAT120-CAT268-CAT3127,Low-Low,HoltWinters,107.38672637849012,-87.75640672553871,195.14313310402883,1.0,
CID0_SID1_PID127_MGID6_CAT120-CAT258-CAT3172,Low-Low,Theta,47.28211688946606,-3.489980133272805,50.77209702273886,1.0,
CID0_SID1_PID133_MGID2_CAT131-CAT277-CAT373,Low-High,HoltWinters,26.31011162054695,-4.785922451057294,31.096034071604244,1.0,
CID0_SID1_PID136_MGID6_CAT14-CAT228-CAT3161,Low-Low,Naive,25.0,2.142857142857143,27.142857142857142,1.0,
CID0_SID1_PID138_MGID4_CAT127-CAT237-CAT3126,Low-Low,WindowAverage,18.214285714285715,-4.642857142857143,22.857142857142858,1.0,
CID0_SID1_PID140_MGID6_CAT14-CAT228-CAT310,Low-Low,CrostonClassic,16.80643489235802,1.9307585322204173,18.73719342457844,1.0,
CID0_SID1_PID151_MGID2_CAT131-CAT279-CAT3158,Low-Low,Naive,10.714285714285714,0.7142857142857143,11.428571428571429,1.0,
CID0_SID1_PID166_MGID6_CAT120-CAT250-CAT359,Low-Low,chronos2,85.53926522391183,-2.8530338832310287,88.39229910714286,1.0,
CID0_SID1_PID16_MGID6_CAT18-CAT229-CAT3113,Low-Low,chronos2,31.12902777535575,0.9658083234514508,32.0948360988072,1.0,
CID0_SID1_PID17_MGID6_CAT120-CAT258-CAT3172,Low-Low,lightgbm,16.875462018690452,3.566432786959264,20.44189480564972,1.0,
CID0_SID1_PID18_MGID6_CAT14-CAT228-CAT3142,Low-Low,Holt,41.03607719741688,-27.71188559667483,68.7479627940917,1.0,
CID0_SID1_PID190_MGID6_CAT14-CAT228-CAT3131,Low-Low,HistoricAverage,69.84962406015039,0.5263157894736565,70.37593984962405,1.0,
CID0_SID1_PID194_MGID5_CAT118-CAT280-CAT3109,Low-Low,WindowAverage,70.14285714285714,-10.571428571428571,80.71428571428571,1.0,
CID0_SID1_PID19_MGID6_CAT14-CAT228-CAT381,Low-Low,OptimizedTheta,66.61251434799857,-22.434159907349105,89.04667425534768,1.0,
CID0_SID1_PID200_MGID6_CAT18-CAT229-CAT3113,Low-Low,WindowAverage,18.428571428571427,-2.0,20.428571428571427,1.0,
CID0_SID1_PID201_MGID6_CAT18-CAT229-CAT3113,Low-Low,Theta,27.924191069029835,-2.2862332618356027,30.21042433086544,1.0,
CID0_SID1_PID207_MGID6_CAT14-CAT228-CAT3179,Low-Low,Holt,47.12075405478341,-8.092242288500776,55.21299634328419,1.0,
CID0_SID1_PID213_MGID6_CAT14-CAT228-CAT381,Low-Low,CrostonClassic,15.440750225980064,-0.4861769895681241,15.926927215548186,1.0,
CID0_SID1_PID214_MGID6_CAT18-CAT28-CAT39,Low-Low,SeasonalExponentialSmoothingOptimized,18.554907125008373,-2.596491434553145,21.15139855956152,1.0,
CID0_SID1_PID215_MGID6_CAT14-CAT228-CAT3149,Low-Low,chronos2,130.78228759765625,-15.932730538504464,146.71501813616072,1.0,
CID0_SID1_PID216_MGID6_CAT121-CAT264-CAT3123,Low-Low,chronos2,17.586494990757533,-1.8066727774483813,19.39316776820592,1.0,
CID0_SID1_PID219_MGID6_CAT18-CAT229-CAT3114,Low-Low,chronos2,23.760510308401926,-1.5513428279331751,25.311853136335102,1.0,
CID0_SID1_PID220_MGID6_CAT18-CAT229-CAT3113,Low-Low,CrostonClassic,28.571428571428573,0.240431226472527,28.8118597979011,1.0,
CID0_SID1_PID23_MGID6_CAT14-CAT253-CAT358,Low-Low,HistoricAverage,74.94172932330828,-45.91165413533834,120.85338345864662,1.0,
CID0_SID1_PID247_MGID5_CAT116-CAT225-CAT394,Low-Low,Holt,26.13631032248044,3.516487673372871,29.65279799585331,1.0,
CID0_SID1_PID249_MGID5_CAT116-CAT225-CAT3103,Low-Low,RandomWalkWithDrift,16.076190476190476,7.571428571428574,23.64761904761905,1.0,
CID0_SID1_PID250_MGID5_CAT116-CAT227-CAT397,Low-Low,DynamicOptimizedTheta,19.285714285714285,-2.592724146871443,21.878438432585728,1.0,
CID0_SID1_PID258_MGID2_CAT131-CAT279-CAT3121,Low-Low,WindowAverage,20.714285714285715,0.7142857142857143,21.42857142857143,1.0,
CID0_SID1_PID259_MGID6_CAT121-CAT264-CAT3123,Low-Low,Naive,39.285714285714285,9.285714285714286,48.57142857142857,1.0,
CID0_SID1_PID26_MGID6_CAT14-CAT253-CAT3156,Low-Low,HistoricAverage,35.92857142857143,0.075187969924806,36.00375939849624,1.0,
CID0_SID1_PID27_MGID6_CAT14-CAT228-CAT310,Low-High,Theta,12.020496045308072,0.3289003179895159,12.34939636329759,1.0,
CID0_SID1_PID285_MGID6_CAT124-CAT251-CAT3203,Low-Low,SeasonalExponentialSmoothingOptimized,22.29708324591197,0.9035097466470514,23.200592992559024,1.0,
CID0_SID1_PID290_MGID5_CAT116-CAT225-CAT3105,Low-Low,RandomWalkWithDrift,49.28000000000001,-11.885714285714316,61.16571428571432,1.0,
CID0_SID1_PID291_MGID5_CAT116-CAT227-CAT398,Low-Low,chronos2,34.63008989606585,16.35544150216239,50.98553139822823,1.0,
CID0_SID1_PID292_MGID5_CAT116-CAT227-CAT3104,Low-Low,WindowAverage,53.57142857142857,13.571428571428571,67.14285714285714,1.0,
CID0_SID1_PID293_MGID5_CAT116-CAT227-CAT3100,Low-Low,HistoricAverage,17.571428571428573,1.7857142857142858,19.357142857142858,1.0,
CID0_SID1_PID295_MGID5_CAT116-CAT225-CAT3106,Low-Low,HoltWinters,20.86647137165124,-3.103933450019005,23.970404821670243,1.0,
CID0_SID1_PID296_MGID5_CAT116-CAT225-CAT3103,Low-Low,CrostonSBA,43.25489734471574,-0.3585757298469372,43.61347307456268,1.0,
CID0_SID1_PID300_MGID6_CAT120-CAT250-CAT324,Low-Low,HoltWinters,284.13809817819833,-8.717823427076626,292.85592160527494,1.0,
CID0_SID1_PID304_MGID2_CAT131-CAT279-CAT3227,Low-Low,HistoricAverage,12.556390977443607,-0.6766917293233112,13.23308270676692,1.0,
CID0_SID1_PID321_MGID5_CAT118-CAT280-CAT3109,Low-Low,WindowAverage,21.0,-1.5714285714285714,22.571428571428573,1.0,
CID0_SID1_PID345_MGID5_CAT116-CAT226-CAT396,Low-Low,HoltWinters,13.492038835841036,-2.991938701762319,16.483977537603355,1.0,
CID0_SID1_PID362_MGID1_CAT17-CAT217-CAT351,Low-High,lightgbm,45.77494616873181,-31.85421679835535,77.62916296708715,1.0,
CID0_SID1_PID366_MGID5_CAT116-CAT225-CAT3103,Low-Low,lightgbm,18.12391862070587,2.237053485271141,20.36097210597701,1.0,
CID0_SID1_PID368_MGID5_CAT118-CAT280-CAT3112,Low-Low,WindowAverage,15.0,-1.0714285714285714,16.071428571428573,1.0,
CID0_SID1_PID370_MGID6_CAT124-CAT266-CAT3199,Low-Low,RandomWalkWithDrift,41.21904761904762,-5.142857142857143,46.36190476190477,1.0,
CID0_SID1_PID373_MGID2_CAT131-CAT279-CAT322,Low-Low,HistoricAverage,27.96992481203008,-4.680451127819546,32.650375939849624,1.0,
CID0_SID1_PID374_MGID5_CAT118-CAT245-CAT393,Low-Low,HoltWinters,9.756191492005431,-1.269861789509806,11.026053281515235,1.0,
CID0_SID1_PID379_MGID2_CAT129-CAT276-CAT3231,Low-High,RandomWalkWithDrift,19.65714285714285,-4.0,23.65714285714285,1.0,
CID0_SID1_PID381_MGID0_CAT128-CAT23-CAT37,Low-Low,SimpleExponentialSmoothingOptimized,49.02600817910298,36.33122859914452,85.3572367782475,1.0,
CID0_SID1_PID38_MGID0_CAT15-CAT26-CAT365,Low-High,chronos2,72.80022185189384,-35.320929118565154,108.12115097045898,1.0,
CID0_SID1_PID411_MGID0_CAT128-CAT272-CAT3218,Low-High,Naive,40.0,-1.4285714285714286,41.42857142857143,1.0,
CID0_SID1_PID415_MGID1_CAT17-CAT217-CAT342,Low-Low,lightgbm,24.110243843909554,7.995375985517865,32.10561982942742,1.0,
CID0_SID1_PID422_MGID5_CAT116-CAT225-CAT3101,Low-High,CrostonSBA,33.79631808355545,2.215684721015504,36.012002804570955,1.0,
CID0_SID1_PID424_MGID5_CAT116-CAT227-CAT397,Low-High,CrostonClassic,11.640182444207117,-0.0527056808783774,11.692888125085494,1.0,
CID0_SID1_PID439_MGID6_CAT121-CAT261-CAT316,Low-High,Holt,40.33501145231434,-1.903099598638293,42.23811105095263,1.0,
CID0_SID1_PID452_MGID2_CAT129-CAT276-CAT360,Low-Low,WindowAverage,36.785714285714285,1.7857142857142858,38.57142857142857,1.0,
CID0_SID1_PID470_MGID5_CAT116-CAT225-CAT3101,Low-Low,OptimizedTheta,11.072042363270995,0.6200975055337258,11.692139868804723,1.0,
CID0_SID1_PID486_MGID6_CAT120-CAT268-CAT363,Low-Low,CrostonSBA,72.44933836854185,-0.0025114369358029,72.45184980547765,1.0,
CID0_SID1_PID487_MGID3_CAT111-CAT262-CAT3182,Low-Low,lightgbm,45.25908503889261,-42.84714962859767,88.10623466749028,1.0,
